Dynamic Programming,Snake and Ladder Problem,Medium,212,No,https://practice.geeksforgeeks.org/problems/snake-and-ladder-problem4816/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Special Keyboard,Medium,212,No,https://practice.geeksforgeeks.org/problems/special-keyboard3018/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Minimum cost to fill given weight in a bag,Medium,213,No,https://practice.geeksforgeeks.org/problems/minimum-cost-to-fill-given-weight-in-a-bag1956/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count ways to N'th Stair(Order does not matter),Medium,213,No,https://practice.geeksforgeeks.org/problems/count-ways-to-nth-stairorder-does-not-matter5639/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Distinct occurrences,Medium,213,No,https://practice.geeksforgeeks.org/problems/distinct-occurrences/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,"Count subsequences of type a^i, b^j, c^k",Medium,214,No,https://practice.geeksforgeeks.org/problems/count-subsequences-of-type-ai-bj-ck4425/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Special Matrix,Medium,214,No,https://practice.geeksforgeeks.org/problems/special-matrix4201/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Number of ways,Medium,214,No,https://practice.geeksforgeeks.org/problems/number-of-ways2552/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Distinct Coloring,Medium,215,No,https://practice.geeksforgeeks.org/problems/844b4fdcd988ac5461324d62d43f7892749a113c/1?page=4&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Shortest XY distance in Grid,Medium,215,No,https://practice.geeksforgeeks.org/problems/7366ce450d84b55391fc787a681c4d60de359e72/1?page=4&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Water Overflow,Medium,215,No,https://practice.geeksforgeeks.org/problems/champagne-overflow2636/1?page=4&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count possible ways to construct buildings,Medium,216,No,https://practice.geeksforgeeks.org/problems/count-possible-ways-to-construct-buildings5007/1?page=4&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Number of paths in a matrix with k coins,Medium,216,No,https://practice.geeksforgeeks.org/problems/number-of-paths-in-a-matrix-with-k-coins2728/1?page=4&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Buy and Sell a Share at most twice,Medium,216,No,https://practice.geeksforgeeks.org/problems/buy-and-sell-a-share-at-most-twice/1?page=5&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Minimum steps to destination,Medium,217,No,https://practice.geeksforgeeks.org/problems/minimum-number-of-steps-to-reach-a-given-number5234/1?page=5&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Player with max score,Medium,217,No,https://practice.geeksforgeeks.org/problems/player-with-max-score/1?page=5&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Cutting Binary String,Medium,217,No,https://practice.geeksforgeeks.org/problems/cutting-binary-string1342/1?page=6&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Two water Jug problem,Medium,218,No,https://practice.geeksforgeeks.org/problems/two-water-jug-problem3402/1?page=6&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Min cut Square,Medium,218,No,https://practice.geeksforgeeks.org/problems/min-cut-square3303/1?page=6&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Maximum sum of elements not part of LIS,Medium,218,No,https://practice.geeksforgeeks.org/problems/maximum-sum-of-elements-not-part-of-lis/1?page=7&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count of AP Subsequences,Medium,219,No,https://practice.geeksforgeeks.org/problems/count-of-ap-subsequences0016/1?page=7&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Pascal's Triangle,Medium,219,No,https://leetcode.com/problems/pascals-triangle
Dynamic Programming,Pascal's Triangle II,Medium,219,No,https://leetcode.com/problems/pascals-triangle-ii
Dynamic Programming,Best Time to Buy and Sell Stock IV,Medium,220,No,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv
Dynamic Programming,House Robber,Medium,220,No,https://leetcode.com/problems/house-robber
Dynamic Programming,House Robber II,Medium,220,No,https://leetcode.com/problems/house-robber-ii
Dynamic Programming,Last Stone Weight II,Medium,221,No,https://leetcode.com/problems/last-stone-weight-ii
Dynamic Programming,Predict the Winner,Medium,221,No,https://leetcode.com/problems/predict-the-winner
Dynamic Programming,Palindromic Partitioning,Hard,221,No,https://practice.geeksforgeeks.org/problems/palindromic-patitioning4845/1?page=1&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Minimum sum partition,Hard,222,No,https://practice.geeksforgeeks.org/problems/minimum-sum-partition3317/1?page=1&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Smallest window in a string containing all the characters of another string,Hard,222,No,https://practice.geeksforgeeks.org/problems/smallest-window-in-a-string-containing-all-the-characters-of-another-string-1587115621/1?page=1&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,The Painter's Partition Problem-II,Hard,223,No,https://practice.geeksforgeeks.org/problems/the-painters-partition-problem1535/1?page=1&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Word Wrap,Hard,223,No,https://practice.geeksforgeeks.org/problems/word-wrap1646/1?page=1&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Partition array to K subsets,Hard,224,No,https://practice.geeksforgeeks.org/problems/partition-array-to-k-subsets/1?page=1&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Word Break - Part 2,Hard,224,No,https://practice.geeksforgeeks.org/problems/word-break-part-23249/1?page=1&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Maximum Profit,Hard,225,No,https://practice.geeksforgeeks.org/problems/maximum-profit4657/1?page=1&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Maximum Number of coins,Hard,225,No,https://practice.geeksforgeeks.org/problems/7ae455e552dc4e07f76bbe2adc4d4207ce1ff16e/1?page=1&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Minimum Points To Reach Destination,Hard,226,No,https://practice.geeksforgeeks.org/problems/minimum-points-to-reach-destination0540/1?page=2&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count occurrences of a given word in a 2-d array,Hard,227,No,https://practice.geeksforgeeks.org/problems/count-occurences-of-a-given-word-in-a-2-d-array/1?page=2&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Print all LCS sequences,Hard,227,No,https://practice.geeksforgeeks.org/problems/print-all-lcs-sequences3413/1?page=2&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Find all possible palindromic partitions of a String,Hard,228,No,https://practice.geeksforgeeks.org/problems/find-all-possible-palindromic-partitions-of-a-string/1?page=2&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Strictly Increasing Array,Hard,228,No,https://practice.geeksforgeeks.org/problems/convert-to-strictly-increasing-array3351/1?page=2&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Brackets in Matrix Chain Multiplication,Hard,229,No,https://practice.geeksforgeeks.org/problems/brackets-in-matrix-chain-multiplication1024/1?page=2&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Zig-Zag Sub Sequence,Hard,229,No,https://practice.geeksforgeeks.org/problems/longest-zig-zag-sub-sequence2656/1?page=2&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Increasing Path in a Matrix,Hard,230,No,https://practice.geeksforgeeks.org/problems/longest-increasing-path-in-a-matrix/1?page=2&difficulty%5B%5D=2&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Burst Balloons,Hard,230,No,https://leetcode.com/problems/burst-balloons
Dynamic Programming,Russian Doll Envelopes,Hard,231,No,https://leetcode.com/problems/russian-doll-envelopes
Dynamic Programming,Number of Ways to Stay in the,Hard,231,No,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps
Dynamic Programming,Maximum Sum BST in Binary,Hard,232,No,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree
,,,,,#VALUE!
Segment Tree,XOR of a given range,Easy,233,No,https://practice.geeksforgeeks.org/problems/xor-of-a-given-range/1?page=1&difficulty%5B%5D=0&category%5B%5D=Segment-Tree&sortBy=submissions
Segment Tree,Maximum prefix sum for a given range,Easy,233,No,https://practice.geeksforgeeks.org/problems/maximum-prefix-sum-for-a-given-range0227/1?page=1&difficulty%5B%5D=0&category%5B%5D=Segment-Tree&sortBy=submissions
Segment Tree,Range Minimum Query,Medium,233,No,https://practice.geeksforgeeks.org/problems/range-minimum-query/1?page=1&difficulty%5B%5D=1&category%5B%5D=Segment-Tree&sortBy=submissions
Segment Tree,Nitika and her queries,Medium,233,No,https://practice.geeksforgeeks.org/problems/nitika-and-her-queries4804/1?page=1&difficulty%5B%5D=1&category%5B%5D=Segment-Tree&sortBy=submissions
Segment Tree,Smallest Subarray GCD,Medium,234,No,https://practice.geeksforgeeks.org/problems/smallest-sub-array4107/1?page=1&difficulty%5B%5D=1&category%5B%5D=Segment-Tree&sortBy=submissions
Segment Tree,Element left after performing alternate OR & XOR operation,Medium,234,No,https://practice.geeksforgeeks.org/problems/element-left-after-performing-alternate-or-xor-operation5106/1?page=1&difficulty%5B%5D=1&category%5B%5D=Segment-Tree&sortBy=submissions
Segment Tree,Array Partition,Hard,234,No,https://practice.geeksforgeeks.org/problems/array-partition/1?page=1&difficulty%5B%5D=2&category%5B%5D=Segment-Tree&sortBy=submissions
Segment Tree,Akku and Arrays,Hard,235,No,https://practice.geeksforgeeks.org/problems/akku-and-arrays4452/1?page=1&difficulty%5B%5D=2&category%5B%5D=Segment-Tree&sortBy=submissions
Segment Tree,Greater or Less,Hard,235,No,https://practice.geeksforgeeks.org/problems/6d3e72175b15d41f0842b1969300d7f969132efc/1?page=1&difficulty%5B%5D=2&category%5B%5D=Segment-Tree&sortBy=submissions
,,,,,#VALUE!
Trie,Unique rows in boolean matrix,Easy,236,No,https://practice.geeksforgeeks.org/problems/unique-rows-in-boolean-matrix/1?page=1&difficulty%5B%5D=0&category%5B%5D=Trie&sortBy=submissions
Trie,Trie | (Insert and Search),Medium,236,No,https://practice.geeksforgeeks.org/problems/trie-insert-and-search0651/1?page=1&difficulty%5B%5D=1&category%5B%5D=Trie&sortBy=submissions
Trie,Word Boggle,Medium,236,No,https://practice.geeksforgeeks.org/problems/word-boggle4143/1?page=1&difficulty%5B%5D=1&category%5B%5D=Trie&sortBy=submissions
Trie,Most frequent word in an array of strings,Medium,236,No,https://practice.geeksforgeeks.org/problems/most-frequent-word-in-an-array-of-strings3528/1?page=1&difficulty%5B%5D=1&category%5B%5D=Trie&sortBy=submissions
Trie,Maximum XOR subarray,Medium,237,No,https://practice.geeksforgeeks.org/problems/a512e4b2e812b6df2159b19cc7090ffc1ab056dd/1?page=1&difficulty%5B%5D=1&category%5B%5D=Trie&sortBy=submissions
Trie,CamelCase Pattern Matching,Medium,237,No,https://practice.geeksforgeeks.org/problems/camelcase-pattern-matching2259/1?page=1&difficulty%5B%5D=1&category%5B%5D=Trie&sortBy=submissions
Trie,Trie | (Delete),Medium,237,No,https://practice.geeksforgeeks.org/problems/trie-delete/1?page=1&difficulty%5B%5D=1&category%5B%5D=Trie&sortBy=submissions
Trie,Word Boggle - II,Medium,238,No,https://practice.geeksforgeeks.org/problems/72cf44eabd18006810efad06fbb623a0682acee2/1?page=1&difficulty%5B%5D=1&category%5B%5D=Trie&sortBy=submissions
Trie,Prefix match with other strings,Medium,238,No,https://practice.geeksforgeeks.org/problems/prefix-match-with-other-strings/1?page=1&difficulty%5B%5D=1&category%5B%5D=Trie&sortBy=submissions
Trie,Phone directory,Hard,238,No,https://practice.geeksforgeeks.org/problems/phone-directory4628/1?page=1&difficulty%5B%5D=2&category%5B%5D=Trie&sortBy=submissions
Trie,Palindrome Pairs,Hard,239,No,https://practice.geeksforgeeks.org/problems/palindrome-pairs/1?page=1&difficulty%5B%5D=2&category%5B%5D=Trie&sortBy=submissions
Trie,Shortest Unique prefix for every word,Hard,239,No,https://practice.geeksforgeeks.org/problems/shortest-unique-prefix-for-every-word/1?page=1&difficulty%5B%5D=2&category%5B%5D=Trie&sortBy=submissions
Trie,Word Break (Trie),Hard,240,No,https://practice.geeksforgeeks.org/problems/d857113143f69fab217cf5dab978535542f3cbb1/1?page=1&difficulty%5B%5D=2&category%5B%5D=Trie&sortBy=submissions
Trie,Find duplicate rows in a binary matrix,Hard,240,No,https://practice.geeksforgeeks.org/problems/find-duplicate-rows-in-a-binary-matrix/1?page=1&difficulty%5B%5D=2&category%5B%5D=Trie&sortBy=submissions
,,,,,#VALUE!
Fenwick Tree,Range Sum Query - Mutable,Medium,241,No,https://leetcode.com/problems/range-sum-query-mutable
Fenwick Tree,Count Number of Teams,Medium,241,No,https://leetcode.com/problems/count-number-of-teams
Fenwick Tree,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,242,No,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits
Fenwick Tree,Count Increasing Quadruplets,Hard,242,No,https://leetcode.com/problems/count-increasing-quadruplets
